,Name,Author,num_page,Language,User_rating,rating_num,Reviews,Genre_1,G_1_id,fiction,non_fiction,Genre_2,Genre_3,Year,Publisher
4241,Train to Pakistan,Khushwant Singh,181,English,3.93,25639,1874,Fiction,1,1,0,Cultural,India,1994,Grove Press
4242,Slaves of New York,Tama Janowitz,278,English,3.46,3757,155,Fiction,1,1,0,Short Stories,New York,2005,Bloomsbury Publishing PLC
4243,Rules of Civility,Amor Towles,335,English,4.04,177947,17032,Fiction,1,1,0,Historical,Historical Fiction,2011,Viking Adult
4244,Boy: Tales of Childhood,Roald Dahl,176,English,4.02,67641,3041,Nonfiction,5,0,1,Biography,Autobiography,2001,Puffin Books
4245,The Selection Stories: The Prince & The Guard,Kiera Cass,227,English,3.97,38295,2290,Young Adult,2,1,0,Romance,Science Fiction,2014,HarperTeen
4246,Pawn in Frankincense,Dorothy Dunnett,486,English,4.61,3676,231,Historical,6,0,1,Historical Fiction,Historical,1997,Vintage
4247,Revival,Stephen King,405,English,3.79,109278,11460,Horror,9,1,0,Fiction,Thriller,2014,Scribner Book Company
4248,The Poetic Edda: Stories of the Norse Gods and Heroes,Anonymous,343,English,4.26,8743,486,Poetry,15,1,0,Fantasy,Mythology,1990,University of Texas Press
4249,The Art of Being Normal,Lisa  Williamson,353,English,4,17004,2391,LGBT,-1,0,1,Young Adult,Contemporary,2015,David Fickling Books
4250,To the Nines,Janet Evanovich,372,English,4.13,117771,2183,Mystery,8,1,0,Fiction,Humor,2004,Headline
4251,The Wishsong of Shannara,Terry Brooks,512,English,3.95,54610,833,Fantasy,0,1,0,Fiction,Fantasy,1999,Orbit
4252,Reaper's Property,Joanna Wylde,306,English,4.09,56113,3907,Romance,3,1,0,Adult Fiction,Erotica,2013,Ellora's Cave Publishing Inc.
4253,The Imitation of Christ,Thomas à Kempis,288,English,4.13,22368,989,Religion,-1,0,1,Christian,Religion,1998,Vintage
4254,Doctor Faustus,Thomas Mann,535,English,4.08,10717,629,Fiction,1,1,0,Classics,European Literature,1999,Vintage
4255,Lord of the Fading Lands,C.L. Wilson,406,English,3.99,19830,1624,Fantasy,0,1,0,Romance,Romance,2007,Leisure Books
4256,The Edge of Always,J.A. Redmerski,405,English,4.01,36900,3113,New Adult,-1,1,0,Romance,Contemporary,2014,Forever
4257,Taken at Dusk,C.C. Hunter,380,English,4.27,48774,1580,Young Adult,2,1,0,Fantasy,Fantasy,2012,St. Martin's Press
4258,Regeneration,Pat Barker,256,English,4.02,27786,1697,Historical,6,1,0,Historical Fiction,Fiction,2006,Penguin Books Ltd
4259,El príncipe de la niebla,Carlos Ruiz Zafón,244,Spanish,3.75,41800,3504,Fantasy,0,1,0,Young Adult,Fiction,2010,Editorial Planeta
4260,The Girl You Left Behind,Jojo Moyes,480,English,4,148342,10893,Historical,6,1,0,Historical Fiction,Fiction,2014,Penguin Books
4261,مثنوی معنوی,Rumi,1145,Persian,4.45,3807,208,Poetry,15,0,1,Philosophy,Literature,2016,نغمه
4262,De brief voor de koning,Tonke Dragt,455,Dutch,4.17,9935,804,Fantasy,0,1,0,Young Adult,Fiction,2003,Leopold Amsterdam
4263,Birds Without Wings,Louis de Bernières,554,English,4.14,13582,1380,Historical,6,1,0,Historical Fiction,Fiction,2005,Vintage
4264,The Winter Rose,Jennifer Donnelly,736,English,4.31,21187,1509,Historical,6,1,0,Historical Fiction,Romance,2006,Harper Collins
4265,Lord of Scoundrels,Loretta Chase,375,English,4.1,32627,2753,Romance,3,1,0,Historical Romance,Romance,1995,Avon Books
4266,Teen Idol,Meg Cabot,293,English,3.53,23808,982,Young Adult,2,1,0,Romance,Contemporary,2005,HarperTeen
4267,Cursor's Fury,Jim Butcher,442,English,4.31,66641,1535,Fantasy,0,1,0,Fiction,Fantasy,2006,Ace Hardcover
4268,Thanks for the Memories,Cecelia Ahern,373,English,3.7,41830,2302,Womens Fiction,-1,1,0,Chick Lit,Romance,2008,HarperCollins
4269,Dragonlance Chronicles,Margaret Weis,1030,English,4.23,20236,543,Fantasy,0,1,0,Dungeons and Dragons,Dragonlance,1988,TSR
4270,Fury,Laurann Dohner,376,English,4.09,30660,1755,Fantasy,0,1,0,Paranormal,Romance,2011,Ellora's Cave Publishing
4271,Fire & Blood,George R.R. Martin,719,English,3.89,45841,4762,Fantasy,0,1,0,Fiction,Audiobook,2018,Bantam
4272,A Stroke of Midnight,Laurell K. Hamilton,385,English,4.08,32843,557,Fantasy,0,1,0,Fantasy,Urban Fantasy,2006,Ballantine Books
4273,Maybe Not,Colleen Hoover,161,English,4,47139,4379,Romance,3,1,0,New Adult,Contemporary,2014,Atria Books
4274,The Darkest Part of the Forest,Holly Black,336,English,3.86,67300,8007,Fantasy,0,1,0,Young Adult,Romance,2015,"Little, Brown Books for Young Readers"
4275,The Vor Game,Lois McMaster Bujold,346,English,4.25,24454,862,Science Fiction,7,1,0,Space,Space Opera,2002,Baen Books
4276,The Little White Horse,Elizabeth Goudge,238,English,4.09,12240,1147,Fantasy,0,1,0,Classics,Fiction,2001,Puffin Books
4277,How I Live Now,Meg Rosoff,194,English,3.59,45868,4832,Young Adult,2,1,0,Fiction,Science Fiction,2004,Wendy Lamb Books
4278,Sookie Stackhouse 7-copy Boxed Set,Charlaine Harris,2078,English,4.44,27951,374,Paranormal,12,1,0,Vampires,Fantasy,2008,Ace
4279,Genghis Khan and the Making of the Modern World,Jack Weatherford,352,English,3.97,67129,3182,History,17,0,1,Nonfiction,Biography,2005,Broadway Books
4280,Stillwell,Michael Phillip Cash,137,English,4.01,961,229,Horror,9,1,0,Fantasy,Paranormal,2013,Red Feather Publishing
4281,Creatura,Nely Cab,308,English,3.81,1550,347,Fantasy,0,1,0,Young Adult,Fantasy,2011,Authorhouse
4282,Lockdown,Alexander Gordon Smith,273,English,4.11,18698,2403,Young Adult,2,1,0,Horror,Science Fiction,2009,"Farrar, Straus and Giroux (Byr)"
4283,The Unwords,Non Nomen,90,English,3.6,258,41,Poetry,15,0,1,Nonfiction,Philosophy,2012,Non Nomen
4284,Dead Wrong: Straight Facts on the Country's Most Controversial Cover-Ups,Richard Belzer,336,English,3.64,646,102,Nonfiction,5,0,1,Crime,True Crime,2012,Skyhorse
4285,The Door in the Sky,Sandy Klein Bernstein,268,English,4.38,63,26,Fantasy,0,1,0,Fantasy,Magic,2012,Dog Ear Publishing
4286,How to Be a Perfect Girl,Mary    Williams,274,English,2.88,33,10,Fiction,1,1,0,Thriller,Mystery,2013,Grand Central
4287,"Blackamoores: Africans in Tudor England, Their Presence, Status and Origins",Onyeka,463,English,4.29,90,29,History,17,0,1,Nonfiction,Race,2013,Narrative Eye Ltd
4288,Witch in the Woods,Taylor Ann Bunker,204,English,3.74,130,2226,Fantasy,0,1,0,Fantasy,Paranormal,2013,Nook Press
4289,Foundation and Earth,Isaac Asimov,500,English,4.06,63020,1612,Science Fiction,7,1,0,Fiction,Science Fiction Fantasy,2004,Spectra
4290,Stillwell,Michael Phillip Cash,137,English,4.01,962,229,Horror,9,1,0,Fantasy,Paranormal,2013,Red Feather Publishing
4291,If I Wake,Nikki Moyes,276,English,3.92,632,121,Young Adult,2,1,0,Magical Realism,Contemporary,2016,Inspiring Publishers
4292,An American Marriage,Tayari Jones,308,English,3.95,308606,26010,Fiction,1,1,0,Contemporary,Audiobook,2018,Algonquin Books
4293,Avaland,Amy Croucher Rose,342,English,4.75,24,2,Fantasy,0,1,0,Young Adult,Fantasy,2018,Lark Services
4294,Think Fast or Die,Simon W. Clark,244,English,4.51,80,18,Thriller,11,1,0,Spy Thriller,Thriller,2019,Mystic Publishers
4295,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,338,English,4.41,75246,8153,Nonfiction,5,0,1,History,Politics,2009,Spiegel & Grau
4296,Nothing Lasts Forever,Sidney Sheldon,384,English,3.86,31007,921,Fiction,1,1,0,Thriller,Mystery,1995,Grand Central
4297,Succubus Shadows,Richelle Mead,281,English,4.17,23472,1035,Fantasy,0,1,0,Urban Fantasy,Fantasy,2010,Kensington
4298,The Warlock,Michael Scott,400,English,4.18,54611,1908,Fantasy,0,1,0,Young Adult,Fiction,2011,Delacorte Press
4299,Perfect,Judith McNaught,704,English,4.3,23000,902,Romance,3,1,0,Romance,Contemporary Romance,2002,Pocket Books
4300,The Mortal Instruments,Cassandra Clare,1952,English,4.56,16752,391,Fantasy,0,1,0,Young Adult,Romance,2011,Margaret K. McElderry Books
4301,Let the Sky Fall,Shannon Messenger,404,English,3.95,12769,1592,Fantasy,0,1,0,Young Adult,Romance,2013,Simon Pulse
4302,Death on the Installment Plan,Louis-Ferdinand Céline,592,English,4.22,7462,529,Fiction,1,1,0,Cultural,France,1971,New Directions
4303,Ways of Seeing,John Berger,176,English,3.89,300136,1879,Art,-1,0,1,Nonfiction,Philosophy,1990,Penguin
4304,The Wanderer,Sharon Creech,320,English,3.86,11730,860,Young Adult,2,1,0,Fiction,Adventure,2005,HarperTeen
4305,The Dollmaker,Harriette Simpson Arnow,624,English,4.17,3375,477,Fiction,1,1,0,Historical,Historical Fiction,2003,HarperCollins
4306,"One Piece, Volume 1: Romance Dawn",Eiichiro Oda,210,English,4.45,103738,1647,Sequential Art,10,1,0,Manga,Fantasy,2003,VIZ Media LLC
4307,Halo: The Fall of Reach,Eric S. Nylund,352,English,4.26,23682,1277,Science Fiction,7,1,0,Fiction,Games,2001,Del Rey
4308,الصوت روح,Huda Aweys,80,Arabic,3.25,68,33,Poetry,15,1,0,Inspirational,Literature,2014,المؤلف
4309,Third Grave Dead Ahead,Darynda Jones,310,English,4.33,43805,3176,Fantasy,0,1,0,Urban Fantasy,Fantasy,2012,St. Martin's Press
4310,Hidden,Shalini Boland,414,English,3.69,1100,156,Paranormal,12,1,0,Vampires,Young Adult,2011,Chicken House/Scholastic Inc.
4311,The Little Paris Bookshop,Nina George,392,English,3.51,90644,12506,Fiction,1,1,0,Romance,Writing,2015,Crown
4312,Females of Valor,Widad Akreyi,72,English,4.76,66,4,Fantasy,0,1,0,Young Adult,Fantasy,2021,NOVOREADS
4313,Zoroastrians' Fight for Survival,Widad Akreyi,342,English,4.56,71,5,History,17,0,1,Biography,History,2021,NovoReads
4314,The Cask of Amontillado,Edgar Allan Poe,20,English,4.09,67595,1780,Classics,4,1,0,Short Stories,Horror,2004,BookSurge
4315,Coinman: An Untold Conspiracy,Pawan Mishra,230,English,3.87,259,128,Humor,-1,0,1,Asian Literature,Indian Literature,2015,Lune Spark LLC
4316,Johnny Tremain,Esther Forbes,322,English,3.66,46447,2518,Historical,6,1,0,Historical Fiction,Fiction,1987,Yearling
4317,Things Not Seen,Andrew Clements,256,English,3.89,25293,1975,Young Adult,2,1,0,Science Fiction,Fiction,2004,Speak
4318,The Little Stranger,Sarah Waters,466,English,3.58,52136,6470,Historical,6,1,0,Historical Fiction,Fiction,2009,Riverhead Books
4319,Mortal Engines,Philip Reeve,326,English,3.77,57332,5657,Fantasy,0,1,0,Young Adult,Science Fiction,2004,Harper Collins US UK
4320,Numbers,Rachel Ward,325,English,3.47,23605,2633,Young Adult,2,1,0,Fantasy,Science Fiction,2010,Chicken House/Scholastic Inc.
4321,Alive: The Story of the Andes Survivors,Piers Paul Read,318,English,4.09,71689,1502,Nonfiction,5,0,1,History,Adventure,1975,Avon
4322,Percy Jackson and the Sword of Hades,Rick Riordan,72,English,4.29,22887,509,Fantasy,0,1,0,Young Adult,Fantasy,2009,Puffin Books
4323,Zeitoun,Dave Eggers,342,English,4.02,79341,7838,Nonfiction,5,0,1,Biography,History,2009,McSweeney's
4324,Czas pogardy,Andrzej Sapkowski,319,Polish,4.18,92399,4112,Fantasy,0,1,0,Fiction,Audiobook,1995,superNOWA
4325,Gregor and the Curse of the Warmbloods,Suzanne Collins,358,English,4.22,43134,1620,Fantasy,0,1,0,Young Adult,Fiction,2013,Scholastic Paperbacks
4326,The Guard,Kiera Cass,64,English,3.73,48940,2567,Young Adult,2,1,0,Romance,Science Fiction,2014,HarperTeen
4327,From Here to Eternity,James  Jones,816,English,4.07,17132,545,Fiction,1,1,0,Classics,Historical,2004,Gramercy
4328,Flashman,George MacDonald Fraser,323,English,4.06,12806,1098,Historical,6,1,0,Historical Fiction,Fiction,1999,HarperCollins
4329,Hard Eight,Janet Evanovich,326,English,4.14,122580,2336,Mystery,8,1,0,Fiction,Humor,2003,St. Martin's Press
4330,The Twilight Saga: The Official Illustrated Guide,Stephenie Meyer,543,English,4.25,32346,1007,Young Adult,2,1,0,Fantasy,Paranormal,2011,"Little, Brown Young Readers"
4331,The Field Guide,Tony DiTerlizzi,114,English,3.9,82350,3492,Fantasy,0,1,0,Childrens,Childrens,2003,Simon  Schuster Books for Young Readers
4332,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,352,English,4.13,36534,3527,Nonfiction,5,0,1,Psychology,Self Help,2000,Bloomsbury Publishing PLC
4333,Presumed Innocent,Scott Turow,421,English,4.1,115720,1669,Mystery,8,1,0,Fiction,Thriller,1988,Warner Books Inc
4334,When Rabbit Howls,Truddi Chase,400,English,4.04,16306,642,Nonfiction,5,0,1,Psychology,Autobiography,1990,Berkley Books
4335,Snuff,Terry Pratchett,378,English,4.11,57197,2907,Fantasy,0,1,0,Fiction,Humor,2011,Doubleday UK
4336,Destined,Aprilynne Pike,307,English,4.18,22978,1718,Fantasy,0,1,0,Young Adult,Romance,2012,HarperTeen
4337,The Boys from Brazil,Ira Levin,312,English,4.05,38685,951,Fiction,1,1,0,Thriller,Mystery,1976,Random House
4338,Gris Ange 2014,Lucio Agustine Rosenkreutz Crăciunescu,170,"French, Middle (ca.1400-1600)",5,9,0,Fantasy,0,1,0,Fantasy,Fantasy,2014,© Éditions Baudelaire
4339,Pretty Girls,Karin Slaughter,688,English,4.01,219025,19949,Thriller,11,1,0,Mystery,Fiction,2015,William Morrow
4340,Strangers,Dean Koontz,704,English,4.01,43561,902,Horror,9,1,0,Fiction,Thriller,2002,Berkley
4341,While It Lasts,Abbi Glines,304,English,4.23,56081,2382,Romance,3,1,0,New Adult,Contemporary,2012,Dell
4342,Price of a Kiss,Linda Kage,373,English,4.07,31750,2272,New Adult,-1,1,0,Romance,Contemporary,2013,Vintage
4343,The Daughter Of Kurdland: A Life Dedicated to Humankind,Widad Akreyi,350,English,4.69,67,6,History,17,0,1,Autobiography,Memoir,2019,NovoReads
4344,Introducing Chomsky,John Maher,176,English,3.67,501,49,Philosophy,16,0,1,Politics,Humanities,1993,Icon Books
4345,Sorceress of Darshiva,David Eddings,371,English,4.06,48421,322,Fantasy,0,1,0,Fiction,Fantasy,1990,Del Rey Books
4346,Deeper Than Midnight,Lara Adrian,398,English,4.29,20622,1036,Romance,3,1,0,Paranormal Romance,Fantasy,2011,Random House Inc
4347,"Immortal Matchmakers, Inc.",Mimi Jean Pamfiloff,306,English,3.93,3597,350,Fantasy,0,1,0,Paranormal,Romance,2015,"Mimi Boutique - P&S, Inc"
4348,Apology,Plato,127,English,4.2,42379,1591,Philosophy,16,0,1,Classics,Nonfiction,1997,Bolchazy-Carducci Publishers
4349,Coeur pourri de laine (DF),Lucio Agustine Rosenkreutz Crăciunescu,120,French,4.8,10,0,Fiction,1,1,0,Mystery,Crime,2016,© Dauphin Groupe Ltd.
4350,Seven Up,Janet Evanovich,337,English,4.13,123975,2270,Mystery,8,1,0,Fiction,Humor,2002,St. Martin's Press
4351,Armor,John Steakley,426,English,4.12,17614,955,Science Fiction,7,1,0,Fiction,War,1984,DAW
4352,Summer Sisters,Judy Blume,416,English,3.85,92781,4223,Fiction,1,1,0,Womens Fiction,Chick Lit,2006,Dell
4353,Play,Kylie Scott,294,English,4.27,54224,4741,Romance,3,1,0,New Adult,Romance,2014,St. Martin's Griffin
4354,From Brexit to Brazil,John Richard Spencer,332,English,4.29,486,9,Drama,-1,1,0,Contemporary,Epic,2007,Tyndale House Publishers
4355,Ash Princess,Laura Sebastian,432,English,3.9,45923,5311,Fantasy,0,1,0,Young Adult,Romance,2018,Delacorte Books for Young Readers
4356,The Spanish Love Deception,Elena  Armas,487,English,4.19,109782,15628,Romance,3,1,0,Contemporary,Romance,2021,Elena Armas
4357,رحلتي من الشك إلى الإيمان,مصطفى محمود,127,Arabic,3.99,22594,2089,Religion,-1,0,1,Nonfiction,Philosophy,1999,دار العودة - بيروت
4358,Das geheimnis der blumen (DEU),Mykhaella Caponi,227,German,5,8,0,Romance,3,1,0,New Adult,Contemporary,2017,© Aurora-Ausgabe
4359,The Girl Before,J.P. Delaney,341,English,3.7,135646,11522,Thriller,11,1,0,Mystery,Fiction,2017,Ballantine Books
4360,Three to Get Deadly,Janet Evanovich,321,English,4.14,144183,3539,Mystery,8,1,0,Fiction,Humor,1998,St. Martin's Press
4361,Guardians of the West,David Eddings,438,English,4.06,54994,636,Fantasy,0,1,0,Fiction,Fantasy,1988,Del Rey Books
4362,Sleepers,Lorenzo Carcaterra,399,English,4.23,14101,828,Fiction,1,1,0,Mystery,Crime,1996,Pocket
4363,The Archer's Tale,Bernard Cornwell,400,English,4.13,28616,1110,Historical,6,1,0,Historical Fiction,Fiction,2005,Harper Perennial
4364,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,142,English,4.07,17539,779,Philosophy,16,0,1,Nonfiction,Philosophy,2001,Routledge Classics
4365,Glory in Death,J.D. Robb,296,English,4.26,57826,2670,Mystery,8,1,0,Romance,Mystery,1995,Berkley Books
4366,The Night Manager,John le Carré,597,English,3.83,16955,1255,Fiction,1,1,0,Thriller,Spy Thriller,2006,Sceptre
4367,The Last Sin Eater,Francine Rivers,332,English,4.08,28482,1083,Christian Fiction,-1,1,0,Fiction,Christian,2007,Tyndale House Publishers
4368,Cut & Run,Madeleine Urban,376,English,4.15,28171,2660,Romance,3,1,0,M M Romance,Romance,2008,Dreamspinner Press
4369,When It Rains,Lisa De Jong,337,English,4.23,17232,2478,Romance,3,1,0,New Adult,Contemporary,2013,Warners Visions Books
4370,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,1040,English,4.44,5860,337,Fiction,1,1,0,Westerns,Literature,1999,Everyman's Library
4371,Beautiful Oblivion,Jamie McGuire,337,English,4.09,72965,6494,Romance,3,1,0,New Adult,Contemporary,2014,Atria Books
4372,"Molloy, Malone Dies, The Unnamable",Samuel Beckett,512,English,4.28,8467,398,Fiction,1,1,0,Classics,Literature,1997,Everyman's Library
4373,The Cherry Orchard,Anton Chekhov,96,English,3.67,34860,1284,Plays,19,1,0,Classics,Drama,2004,Bloomsbury Methuen Drama
4374,"Heaven, Texas",Susan Elizabeth Phillips,384,English,4.05,32570,1426,Romance,3,1,0,Romance,Contemporary Romance,1995,Avon
4375,Kushiel's Chosen,Jacqueline Carey,678,English,4.23,41577,1056,Fantasy,0,1,0,Romance,Fiction,2003,Tom Doherty Associates TOR Fantasy
4376,The Fortress,Meša Selimović,406,English,4.69,4351,139,Fiction,1,1,0,Classics,Historical,2015,Northwestern University Press
4377,Puslu Kıtalar Atlası,İhsan Oktay Anar,238,Turkish,4.52,16751,657,Asian Literature,-1,0,1,Turkish Literature,Fiction,2005,İletişim Yayınevi
4378,Dog Days,Jeff Kinney,218,English,4.16,133349,5588,Fiction,1,1,0,Humor,Realistic Fiction,2009,Amulet Books
4379,Point Blank,Anthony Horowitz,274,English,4.11,54369,2349,Young Adult,2,1,0,Fiction,Adventure,2001,Penguin Puffin
4380,La vie devant soi,Romain Gary,273,French,4.21,20899,1770,Fiction,1,1,0,Cultural,France,1982,Editions Gallimard
4381,Mister Monday,Garth Nix,384,English,3.8,36385,1599,Fantasy,0,1,0,Young Adult,Fiction,2006,Scholastic
4382,The Girl Who Could Fly,Victoria Forester,328,English,4.08,15067,2224,Fantasy,0,1,0,Childrens,Middle Grade,2008,Feiwel & Friends
4383,Magic Kingdom for Sale/Sold,Terry Brooks,324,English,3.9,35407,1212,Fantasy,0,1,0,Fiction,Science Fiction Fantasy,1992,Orbit
4384,One Child,Torey L. Hayden,304,English,4.12,14832,1078,Nonfiction,5,0,1,Psychology,Autobiography,2016,William Morrow Paperbacks
4385,Little Men,Louisa May Alcott,329,English,3.86,56159,2094,Classics,4,1,0,Fiction,Young Adult,2006,Riverhead Books
4386,Angels in America,Tony Kushner,304,English,4.23,19263,808,Plays,19,1,0,Drama,LGBT,2003,Theatre Communications Group
4387,Disclaimer,Renée Knight,304,English,3.63,27575,3043,Thriller,11,1,0,Fiction,Mystery,2015,Doubleday
4388,The Poet,Michael Connelly,510,English,4.2,93068,3401,Mystery,8,1,0,Fiction,Mystery,2002,Grand Central Publishing
4389,The Girl Next Door,Jack Ketchum,370,English,3.87,29910,3395,Horror,9,1,0,Fiction,Thriller,2005,Leisure Books
4390,A Girl of the Limberlost,Gene Stratton-Porter,222,English,4.16,19282,1599,Classics,4,1,0,Fiction,Young Adult,2004,Quiet Vision Pub
4391,The Stone Sky,N.K. Jemisin,416,English,4.3,101810,9104,Fantasy,0,1,0,Fiction,Science Fiction,2017,Orbit
4392,U-10,Sam B. Miller II,348,English,4.33,369,27,Epic,-1,1,0,Book Club,Action,2019,Self Published
4393,The Lost Continent: Travels in Small Town America,Bill Bryson,299,English,3.81,58432,3023,Travel,-1,0,1,Nonfiction,Humor,1990,William Morrow Paperbacks
4394,The Devil All the Time,Donald Ray Pollock,261,English,4.12,27694,3978,Fiction,1,1,0,Horror,Thriller,2011,Doubleday
4395,Whirlwind,James Clavell,1231,English,3.84,7011,253,Historical,6,1,0,Historical Fiction,Fiction,1999,Morrow
4396,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,563,English,4,77857,4207,History,17,0,1,Nonfiction,North American Hi...,2006,Vintage
4397,The Night Watch,Sarah Waters,528,English,3.66,32491,2109,Historical,6,1,0,Historical Fiction,Fiction,2006,Riverhead Books
4398,Cemetery Boys,Aiden Thomas,344,English,4.36,43831,10028,Fantasy,0,1,0,Young Adult,LGBT,2020,Swoon Reads
4399,The Story of Art,E.H. Gombrich,688,English,3.95,352591,1093,Art,-1,0,1,Nonfiction,History,1995,Phaidon Press
4400,Vision in White,Nora Roberts,325,English,4.12,132138,4322,Romance,3,1,0,Romance,Contemporary Romance,2009,Berkley Books
4401,Dark Secrets 1,Elizabeth Chandler,431,English,4.17,12203,578,Young Adult,2,1,0,Fantasy,Paranormal,2011,Simon Pulse
4402,The Naturalist,Andrew Mayne,382,English,4.03,49438,3149,Mystery,8,1,0,Thriller,Fiction,2017,Thomas & Mercer
4403,Drowning Ruth,Christina Schwarz,368,English,3.74,80904,2603,Fiction,1,1,0,Mystery,Historical,2001,Ballantine Books
4404,Twelve Years a Slave,Solomon Northup,363,English,4.17,108999,7148,Nonfiction,5,0,1,History,Classics,2013,Eakin Films & Publishing
4405,Airman,Eoin Colfer,424,English,4.15,19221,1531,Young Adult,2,1,0,Fantasy,Science Fiction,2008,Puffin
4406,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,278,English,3.98,95290,1202,Nonfiction,5,0,1,Art,Humor,2005,HC
4407,Nice Girls Don't Have Fangs,Molly Harper,355,English,3.89,26656,1966,Paranormal,12,1,0,Vampires,Fantasy,2009,Pocket Star
4408,The Will,Kristen Ashley,595,English,4.29,28531,3061,Romance,3,1,0,Romance,Contemporary Romance,2014,Del Rey
4409,Spider's Bite,Jennifer Estep,395,English,3.87,34851,2149,Fantasy,0,1,0,Urban Fantasy,Fantasy,2010,Pocket Books
4410,Dangerous Girls,Abigail Haas,388,English,4.08,23665,3763,Young Adult,2,1,0,Mystery,Thriller,2013,Simon  Schuster Books for Young Readers
4411,The Sun and Her Flowers,Rupi Kaur,256,English,4.13,214451,13412,Poetry,15,0,1,Feminism,Nonfiction,2017,Andrews McMeel Publishing
4412,Ordinary Grace,William Kent Krueger,307,English,4.22,111091,13097,Fiction,1,1,0,Mystery,Historical,2013,Atria Books
4413,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,366,English,4.35,104919,7564,Nonfiction,5,0,1,Self Help,Biography,2018,Lioncrest Publishing
4414,A Dog's Life: The Autobiography of a Stray,Ann M. Martin,208,English,4.21,14719,1368,Animals,-1,0,1,Animals,Dogs,2007,Scholastic Paperbacks
4415,Pani Jeziora,Andrzej Sapkowski,520,Polish,4.14,53892,3073,Fantasy,0,1,0,Fiction,European Literature,2001,superNOWA
4416,The Rape of Nanking,Iris Chang,290,English,4.11,33147,2476,History,17,0,1,Nonfiction,Cultural,1998,Penguin Books
4417,Hidden,Sophie Jordan,260,English,3.84,19172,1644,Fantasy,0,1,0,Young Adult,Fantasy,2012,HarperTEEN
4418,Salem Falls,Jodi Picoult,434,English,3.83,76081,3662,Fiction,1,1,0,Contemporary,Womens Fiction,2002,Washington Square Press
4419,Moonrise,Erin Hunter,287,English,4.32,31078,788,Fantasy,0,1,0,Animals,Childrens,2006,HarperTrophy
4420,The Last Command,Timothy Zahn,467,English,4.23,51423,1406,Media Tie In,-1,1,0,Star Wars,Science Fiction,1993,Del Rey
4421,The Mother-Daughter Book Club,Heather Vogel Frederick,245,English,4.06,13548,1484,Childrens,14,1,0,Middle Grade,Young Adult,2007,Simon  Schuster Books for Young Readers
4422,I Shall Wear Midnight,Terry Pratchett,349,English,4.28,55369,2385,Fantasy,0,1,0,Young Adult,Fiction,2010,Doubleday Childrens
4423,Time Regained,Marcel Proust,784,English,4.5,5822,619,Classics,4,1,0,Fiction,Cultural,2003,Modern Library
4424,Ashes,Ilsa J. Bick,465,English,3.94,24733,2987,Young Adult,2,1,0,Horror,Zombies,2011,Egmont USA
4425,I'm Thinking of Ending Things,Iain Reid,241,English,3.6,91860,17257,Horror,9,1,0,Fiction,Thriller,2016,Gallery/Scout Press
4426,Shadow Puppets,Orson Scott Card,384,English,3.9,57459,1131,Science Fiction,7,1,0,Fiction,Science Fiction Fantasy,2003,Tor Science Fiction
4427,The Last Letter from Your Lover,Jojo Moyes,432,English,3.99,97267,8603,Romance,3,1,0,Fiction,Historical,2012,Penguin Books
4428,The Prince,Kiera Cass,64,English,3.92,72727,4364,Young Adult,2,1,0,Romance,Science Fiction,2013,HarperTeen
4429,Beneath the Wheel,Hermann Hesse,192,English,3.87,15245,746,Fiction,1,1,0,Classics,European Literature,2003,Picador
4430,Tales from the Shadowhunter Academy,Cassandra Clare,655,English,4.36,55916,6058,Fantasy,0,1,0,Young Adult,Fantasy,2016,Margaret K. McElderry Books
4431,The Mistake,Elle Kennedy,296,English,4.08,141174,10985,Romance,3,1,0,New Adult,Sports,2015,Createspace Independent Publishing Platform
4432,Anxious People,Fredrik Backman,352,English,4.21,327631,43490,Fiction,1,1,0,Contemporary,Audiobook,2020,Atria Books
4433,Blood Canticle,Anne Rice,400,English,3.72,22816,551,Paranormal,12,1,0,Vampires,Horror,2004,Arrow
4434,Protect and Defend,Vince Flynn,416,English,4.32,39538,964,Thriller,11,1,0,Fiction,Mystery,2007,Atria Books
4435,The Lives of Christopher Chant,Diana Wynne Jones,240,English,4.24,21648,703,Fantasy,0,1,0,Young Adult,Fiction,1998,Greenwillow Books
4436,The High King,Lloyd Alexander,253,English,4.23,53748,1325,Fantasy,0,1,0,Young Adult,Fiction,2006,Square Fish
4437,Fever,Lauren DeStefano,341,English,3.78,44435,3330,Young Adult,2,1,0,Science Fiction,Dystopia,2012,Simon & Schuster Children's Publishing
4438,The Crow,James O'Barr,240,English,4.29,13080,609,Sequential Art,10,1,0,Graphic Novels,Sequential Art,2002,Pocket Books
4439,Pedagogy of the Oppressed,Paulo Freire,192,English,4.29,28877,1828,Education,-1,0,1,Nonfiction,Philosophy,2000,Bloomsbury Academic
4440,Kushiel's Mercy,Jacqueline Carey,653,English,4.32,16810,558,Fantasy,0,1,0,Romance,Fiction,2008,Grand Central Publishing
